p_recall,delta_days,history_seen,history_correct,session_seen,session_correct,hour_of_day,learning_language,lexeme_string
1.0,0.8105902777777778,3,3,1,1,8,de,unserem/unser<prn><pos><m><sg><dat>
1.0,50.86446759259259,10,9,1,1,12,es,eres/ser<vbser><pri><p2><sg>
0.0,0.013761574074074074,34,32,1,0,10,es,son/ser<vbser><pri><p3><pl>
1.0,0.004340277777777778,5,5,1,1,2,en,plate/plate<n><sg>
1.0,0.0025694444444444445,18,14,1,1,13,en,hats/hat<n><pl>
0.5,0.004178240740740741,5,3,2,1,0,en,take/take<vblex><pres>
1.0,0.003449074074074074,1,1,1,1,13,es,faldas/falda<n><f><pl>
1.0,0.4404050925925926,11,10,2,2,1,es,tus/tuyo<det><pos><mf><pl>
1.0,0.001585648148148148,7,7,1,1,12,en,is/be<vbser><pri><p3><sg>
1.0,21.531747685185184,3,3,2,2,1,es,canal/canal<n><m><sg>
1.0,27.118761574074075,6,6,1,1,23,en,newspaper/newspaper<n><sg>
0.8,6.208888888888889,9,9,5,4,20,en,coat/coat<n><sg>
1.0,7.2973842592592595,6,6,1,1,18,es,podemos/poder<vbmod><pri><p1><pl>
1.0,5.96650462962963,36,35,1,1,15,es,hombres/hombre<n><m><pl>
1.0,0.00738425925925926,4,4,1,1,19,es,blancos/blanco<adj><m><pl>
0.5,17.94966435185185,4,4,2,1,17,fr,rouge/rouge<adj><mf><sg>
1.0,0.004050925925925926,10,10,2,2,13,en,have/have<vblex><pres>
1.0,3.185150462962963,24,23,1,1,21,en,boy/boy<n><sg>
0.75,3.9211921296296297,35,35,4,3,1,en,am/be<vbser><pri><p1><sg>
1.0,0.7509837962962963,1,1,1,1,22,fr,<*sf>/premier<adj><*gndr><*numb>
0.888888888889,0.0011805555555555556,13,11,9,8,16,es,somos/ser<vbser><pri><p1><pl>
1.0,56.99931712962963,6,5,1,1,18,es,altas/alto<adj><f><pl>
1.0,0.005300925925925926,9,8,1,1,20,it,uomini/uomo<n><m><pl>
1.0,94.88015046296296,2,1,1,1,22,en,girls/girl<n><pl>
1.0,24.881273148148146,25,25,1,1,15,en,shirts/shirt<n><pl>
1.0,94.99875,1,1,2,2,1,en,now/now<adv>
1.0,0.02045138888888889,4,3,1,1,17,de,tasse/tasse<n><f><sg><*case>
1.0,0.004594907407407408,2,1,2,2,22,fr,bois/boire<vblex><pri><p2><sg>
1.0,79.43861111111111,11,11,1,1,0,pt,pão/pão<n><m><sg>
1.0,0.0014814814814814814,6,6,2,2,8,fr,la/le<det><def><f><sg>
1.0,0.0018287037037037037,7,5,1,1,22,en,rice/rice<n><sg>
1.0,13.132685185185185,4,4,3,3,13,en,hard/hard<adj><sint>
1.0,0.017013888888888887,3,3,1,1,21,en,go/go<vblex><pres>
1.0,17.81690972222222,2,2,1,1,15,de,hüte/hut<n><m><pl><nom>
0.8,11.002418981481481,11,8,5,4,0,en,by/by<pr>
1.0,0.004872685185185185,3,3,1,1,22,es,verdes/verde<adj><mf><pl>
1.0,0.006238425925925926,47,41,2,2,13,en,are/be<vbser><pres>
1.0,0.0023032407407407407,1,1,1,1,19,fr,aimez/aimer<vblex><pri><p2><pl>
0.333333333333,0.9678819444444444,781,493,3,1,5,en,there/there<adv>
1.0,3.127407407407407,4,4,2,2,3,it,ragazza/ragazzo<n><f><sg>
1.0,0.007581018518518518,5,4,3,3,6,en,today/today<adv>
1.0,0.009363425925925926,6,6,2,2,21,en,colors/color<n><pl>
1.0,54.73539351851852,5,3,2,2,14,fr,je/je<prn><tn><p1><mf><sg>
0.5,213.0457638888889,2,2,2,1,19,en,avenue/avenue<n><sg>
1.0,40.56170138888889,7,7,2,2,18,es,ustedes/prpers<prn><tn><p3><mf><pl>
1.0,5.008912037037037,11,10,1,1,13,es,gente/gente<n><f><sg>
1.0,1.2727083333333333,25,21,1,1,22,en,radio/radio<n><sg>
0.6,0.0014351851851851852,25,17,5,3,15,fr,tu/tu<prn><tn><p2><mf><sg>
1.0,4.502210648148148,18,15,1,1,14,en,not/not<adv>
1.0,1.176238425925926,4,4,3,3,0,de,schlecht/schlecht<adj><pst><pred>
1.0,0.006689814814814815,38,32,3,3,16,en,you/prpers<prn><subj><p2><mf><sp>
1.0,37.30449074074074,6,6,1,1,23,fr,merci/merci<ij>
0.0,0.9814930555555555,2,1,1,0,15,es,amarilla/amarillo<adj><f><sg>
1.0,0.15649305555555557,9,9,1,1,13,en,read/read<vblex><pres>
1.0,3.074525462962963,4,3,5,5,0,en,woman/woman<n><sg>
1.0,15.0446875,2,2,1,1,22,es,mamá/mamá<n><f><sg>
1.0,11.292719907407408,22,20,1,1,23,en,books/book<n><pl>
1.0,273.7605208333333,1,1,3,3,18,es,especialistas/especialista<n><mf><pl>
1.0,0.0011805555555555556,39,31,2,2,2,de,sehr/sehr<adv>
1.0,1.0005671296296297,1,1,1,1,7,de,apfel/apfel<n><m><sg><acc>
1.0,1.3955555555555557,6,5,1,1,6,es,gata/gato<n><f><sg>
1.0,4.965671296296296,3,3,1,1,19,es,única/único<adj><f><sg>
1.0,0.0030208333333333333,17,16,4,4,22,en,woman/woman<n><sg>
1.0,0.009722222222222222,32,26,1,1,18,it,sono/essere<vbser><pri><p1><sg>
1.0,30.812037037037037,4,4,2,2,19,en,lost/lose<vblex><pp><@present_perfect>
1.0,1.110451388888889,126,115,1,1,1,fr,le/le<det><def><m><sg>
1.0,8.991041666666666,6,6,1,1,21,fr,nouvelle/nouveau<adj><f><sg>
0.5,0.002916666666666667,4,4,2,1,12,en,shirts/shirt<n><pl>
1.0,0.002638888888888889,4,4,2,2,17,en,because/because<cnjadv>
1.0,1.9857407407407408,11,11,1,1,10,es,buen/buen<adj><m><sg>
1.0,54.90833333333333,22,20,2,2,11,es,come/comer<vblex><pri><p3><sg>
0.0,1.5240393518518518,10,10,1,0,1,en,act/act<n><sg>
1.0,0.001574074074074074,17,17,1,1,8,it,sei/essere<vbser><pri><p2><sg>
1.0,0.09998842592592593,13,13,1,1,16,es,sombrero/sombrero<n><m><sg>
1.0,0.2730902777777778,7,7,2,2,10,fr,mange/manger<vblex><pri><p3><sg>
1.0,1.0435416666666666,7,4,1,1,22,en,prince/prince<n><sg>
1.0,14.712604166666667,6,6,5,5,1,fr,enfants/enfant<n><mf><pl>
1.0,13.094236111111112,25,20,1,1,21,fr,comment/comment<adv><itg>
1.0,0.905,70,66,1,1,6,es,soy/ser<vbser><pri><p1><sg>
1.0,0.016631944444444446,19,19,1,1,17,es,gatos/gato<n><m><pl>
1.0,1.0480208333333334,15,10,2,2,22,en,eats/eat<vblex><pri><p3><sg>
1.0,0.11071759259259259,38,35,1,1,15,de,dem/das<det><def><nt><sg><dat>
1.0,0.0019212962962962964,18,11,7,7,5,de,mann/mann<n><m><sg><nom>
1.0,0.0031134259259259257,8,7,1,1,20,fr,orange/orange<n><f><sg>
1.0,5.001689814814815,12,10,1,1,21,es,y/y<cnjcoo>
1.0,0.014560185185185185,3,3,7,7,14,es,él/prpers<prn><tn><p3><m><sg>
1.0,0.0018402777777777777,3,3,1,1,3,en,what/what<prn><itg><m><sp>
1.0,1.0772222222222223,12,12,1,1,17,pt,tigre/tigre<n><m><sg>
1.0,0.004108796296296296,826,796,2,2,0,fr,le/le<det><def><m><sg>
1.0,0.9746064814814814,16,13,1,1,8,fr,lesquelles/lequel<rel><f><pl>
1.0,0.004525462962962963,6,6,1,1,10,es,jugo/jugo<n><m><sg>
1.0,0.0008333333333333334,21,20,3,3,0,en,are/be<vbser><pres>
1.0,25.499814814814815,1,1,1,1,1,en,wants/want<vblex><pri><p3><sg>
1.0,0.017152777777777777,10,10,2,2,2,en,chicken/chicken<n><sg>
1.0,0.0008449074074074074,6,5,1,1,13,en,culture/culture<n><sg>
1.0,0.1960763888888889,4,4,1,1,3,es,azules/azul<adj><mf><pl>
1.0,0.005983796296296296,14,13,1,1,1,es,sobre/sobre<pr>
1.0,8.92667824074074,8,7,1,1,1,es,cuál/cuál<prn><itg><mf><sg>
1.0,1.0136574074074074,5,4,1,1,22,pt,gosto/gosto<n><m><sg>
1.0,127.03969907407408,24,23,1,1,0,en,milk/milk<n><sg>
1.0,3.0218171296296297,3,3,4,4,23,es,escribes/escribir<vblex><pri><p2><sg>
1.0,7.910011574074074,5,5,1,1,2,en,yesterday/yesterday<adv>
1.0,0.3972800925925926,8,8,2,2,17,es,gatas/gato<n><f><pl>
1.0,0.005567129629629629,40,36,1,1,5,en,the/the<det><def><sp>
1.0,10.08886574074074,4,4,3,3,6,en,girl/girl<n><sg>
1.0,5.178159722222222,9,9,6,6,1,de,das/das<det><def><nt><sg><nom>
1.0,13.945671296296297,7,6,2,2,23,es,escribe/escribir<vblex><pri><p3><sg>
1.0,1.0825462962962964,6,6,1,1,13,es,gato/gato<n><m><sg>
1.0,0.0008680555555555555,83,68,1,1,19,en,you/prpers<prn><obj><p2><mf><sp>
1.0,7.0620717592592595,10,8,2,2,22,en,book/book<n><sg>
1.0,10.104699074074073,10,8,1,1,13,it,donna/donna<n><f><sg>
1.0,0.007430555555555556,4,4,2,2,17,es,cuál/cuál<prn><itg><mf><sg>
0.857142857143,1.0251041666666667,49,42,7,6,10,es,no/no<adv>
1.0,5.03275462962963,11,10,2,2,6,en,loves/love<vblex><pri><p3><sg>
0.8,3.146863425925926,147,141,5,4,12,en,they/prpers<prn><subj><p3><mf><pl>
0.666666666667,79.75673611111111,14,10,6,4,8,de,frau/frau<n><f><sg><nom>
0.0,0.0077546296296296295,4,4,1,0,22,en,dogs/dog<n><pl>
1.0,0.0038888888888888888,6,6,5,5,3,en,woman/woman<n><sg>
1.0,0.23635416666666667,2,2,1,1,22,fr,gâteau/gâteau<n><m><sg>
1.0,70.55734953703704,3,3,1,1,18,it,bevo/bere<vblex><pri><p1><sg>
1.0,0.25546296296296295,111,106,4,4,13,fr,est/être<vbser><pri><p3><sg>
1.0,0.002650462962962963,8,7,1,1,13,fr,votre/votre<det><pos><mf><sg>
1.0,0.003136574074074074,9,7,2,2,14,en,reads/read<vblex><pri><p3><sg>
1.0,86.80520833333334,26,24,1,1,11,en,she/prpers<prn><subj><p3><f><sg>
1.0,0.9887731481481481,6,6,1,1,19,fr,<*sf>/bonheur<n><m><*numb>
1.0,0.013113425925925926,3,3,1,1,15,de,benutzern/benutzern<n><m><pl><dat>
0.666666666667,0.002025462962962963,50,42,3,2,13,de,wasser/wasser<n><nt><sg><acc>
1.0,6.182418981481481,2,1,1,1,18,es,escriben/escribir<vblex><pri><p3><pl>
0.0,0.0009027777777777777,5,4,1,0,3,en,they/prpers<prn><subj><p3><mf><pl>
0.5,2.0764814814814816,7,5,2,1,23,en,she/prpers<prn><subj><p3><f><sg>
1.0,0.0038078703703703703,9,9,1,1,10,en,cheese/cheese<n><sg>
1.0,0.011030092592592593,51,43,2,2,11,es,sus/suyo<det><pos><mf><pl>
1.0,0.9683101851851852,35,34,1,1,23,es,pasta/pasta<n><f><sg>
1.0,239.2244212962963,22,21,2,2,10,es,soy/ser<vbser><pri><p1><sg>
1.0,0.004803240740740741,30,26,1,1,16,fr,c'/ce<prn><tn><nt><sg>
1.0,0.7938773148148148,13,12,1,1,18,es,padres/padre<n><m><pl>
0.75,178.84287037037038,9,9,4,3,0,de,die/die<det><def><f><sg><nom>
1.0,0.0017476851851851852,10,9,3,3,5,fr,l'/le<det><def><mf><sg>
1.0,0.011307870370370371,30,22,1,1,6,fr,et/et<cnjcoo>
1.0,8.465243055555556,9,8,1,1,2,en,ducks/duck<n><pl>
1.0,1.012511574074074,19,14,1,1,19,en,girl/girl<n><sg>
1.0,0.9748148148148148,3,2,4,4,15,es,queremos/querer<vblex><pri><p1><pl>
1.0,0.11408564814814814,7,5,2,2,16,es,nadas/nadar<vblex><pri><p2><sg>
1.0,104.94806712962964,3,3,2,2,17,en,<*sf>/market<n><*numb>
1.0,29.995578703703703,10,9,1,1,18,en,horse/horse<n><sg>
1.0,0.0009722222222222222,241,218,1,1,18,en,importance/importance<n><sg>
1.0,0.007048611111111111,8,8,2,2,10,en,it/prpers<prn><subj><p3><nt><sg>
1.0,0.00369212962962963,45,43,2,2,22,en,bird/bird<n><sg>
0.0,0.0060879629629629626,192,184,1,0,1,en,have/have<vblex><pres>
1.0,2.117835648148148,3,3,2,2,16,en,his/his<det><pos><sp>
1.0,3.482951388888889,2,2,1,1,3,fr,chocolat/chocolat<n><m><sg>
1.0,22.65653935185185,10,10,1,1,7,es,medias/media<n><f><pl>
1.0,1.050150462962963,4,2,1,1,0,es,realizado/realizar<vblex><pp><m><sg><@past_perfect>
1.0,9.754502314814815,6,6,2,2,20,en,pasta/pasta<n><sg>
1.0,0.008101851851851851,17,16,1,1,21,it,gli/il<det><def><m><pl>
1.0,4.194652777777778,3,3,1,1,3,it,uva/uva<n><f><sg>
0.0,0.0044907407407407405,10,7,1,0,23,en,sandwich/sandwich<n><sg>
0.8,24.363252314814815,4,4,5,4,17,de,sie/sie<prn><p3><mf><pl><nom>
1.0,0.009212962962962963,3,3,1,1,19,it,mucche/mucca<n><f><pl>
0.75,1.9259143518518518,8,6,4,3,2,en,them/prpers<prn><obj><p3><mf><pl>
1.0,0.042118055555555554,9,8,1,1,17,en,they/prpers<prn><subj><p3><mf><pl>
1.0,0.002951388888888889,34,31,1,1,0,en,we/prpers<prn><subj><p1><mf><pl>
1.0,20.533217592592592,30,29,1,1,7,es,elefantes/elefante<n><m><pl>
1.0,0.7943981481481481,5,4,4,4,19,es,nuestros/nuestro<det><pos><m><pl>
1.0,1.2039699074074075,78,76,1,1,0,de,kaffee/kaffee<n><m><sg><acc>
1.0,135.1267824074074,5,5,1,1,19,en,girls/girl<n><pl>
0.5,32.6069212962963,4,4,2,1,16,fr,ça/ça<prn><tn><nt>
1.0,0.0030902777777777777,11,6,1,1,7,pt,limonada/limonada<n><f><sg>
1.0,4.136145833333333,5,4,2,2,3,fr,ça/ça<prn><tn><nt>
1.0,5.005347222222222,17,15,1,1,2,en,are/be<vbser><pres>
1.0,0.00431712962962963,5,5,1,1,10,es,gran/gran<adj><mf><sg>
1.0,1.0059722222222223,9,9,10,10,19,es,mujeres/mujer<n><f><pl>
1.0,1.6610416666666667,3,3,1,1,17,it,<*sf>/quinto<adj><*gndr><*numb>
1.0,6.0777777777777775,3,3,1,1,8,it,formica/formica<n><f><sg>
1.0,15.755023148148148,1,1,1,1,13,en,<*sf>/area<n><*numb>
1.0,0.0021643518518518518,14,14,1,1,2,it,l'/il<det><def><mf><sg>
1.0,81.04836805555556,3,3,1,1,6,fr,bois/boire<vblex><pri><p2><sg>
1.0,0.0028356481481481483,13,10,2,2,4,es,nuestros/nuestro<det><pos><m><pl>
1.0,0.005393518518518519,11,11,4,4,13,es,toma/tomar<vblex><pri><p3><sg>
1.0,0.984537037037037,4,4,1,1,14,it,<*sf>/cappello<n><m><*numb>
1.0,0.9442361111111112,12,11,1,1,1,en,hats/hat<n><pl>
1.0,0.11347222222222222,2,1,3,3,21,es,yo/prpers<prn><tn><p1><mf><sg>
0.666666666667,6.037696759259259,6,6,3,2,22,pt,amargo/amargo<adj><m><sg>
1.0,1.0431712962962962,11,9,2,2,10,fr,lis/lire<vblex><pri><p1><sg>
1.0,2.840520833333333,9,9,1,1,21,it,frutta/frutta<n><f><sg>
0.75,0.017534722222222222,5,3,4,3,23,fr,l'/le<det><def><mf><sg>
1.0,0.650775462962963,3,1,3,3,15,es,cangrejo/cangrejo<n><m><sg>
1.0,6.0031944444444445,23,21,1,1,8,de,kind/kind<n><nt><sg><acc>
1.0,1.8353935185185186,11,11,3,3,19,en,human/human<adj>
0.0,0.005983796296296296,8,7,1,0,3,en,chicken/chicken<n><sg>
1.0,0.005729166666666666,11,11,2,2,17,en,gray/gray<adj><sint>
1.0,0.004189814814814815,10,9,3,3,16,es,ellas/prpers<prn><tn><p3><f><pl>
1.0,21.754780092592593,9,9,2,2,11,en,american/american<adj>
1.0,13.98037037037037,2,2,1,1,19,it,scimmia/scimmia<n><f><sg>
1.0,6.0730208333333335,4,4,2,2,13,es,cangrejo/cangrejo<n><m><sg>
1.0,0.009074074074074075,12,11,1,1,15,es,hoy/hoy<adv>
1.0,0.046828703703703706,9,8,2,2,21,de,die/die<det><def><f><sg><nom>
1.0,0.0078125,8,7,2,2,21,en,girl/girl<n><sg>
1.0,0.0021527777777777778,23,19,2,2,16,en,and/and<cnjcoo>
1.0,71.30765046296297,1,1,1,1,10,de,großer/groß<adj><pst><m><sg><nom>
1.0,0.007465277777777778,6,6,3,3,16,es,tu/tuyo<det><pos><mf><sg>
1.0,3.94,5,4,1,1,1,fr,ronde/rond<adj><f><sg>
1.0,11.886875,19,17,1,1,3,it,donna/donna<n><f><sg>
1.0,0.0061342592592592594,6,6,1,1,9,en,begin/begin<vblex><inf>
0.5,0.7535995370370371,6,5,2,1,18,pt,desculpa/desculpa<n><f><sg>
1.0,6.821875,4,4,1,1,14,it,l'/il<det><def><mf><sg>
1.0,0.005046296296296296,49,44,1,1,13,it,il/il<det><def><m><sg>
1.0,5.623194444444445,53,44,1,1,1,en,a/a<det><ind><sg>
0.0,38.53957175925926,3,3,1,0,18,es,leen/leer<vblex><pri><p3><pl>
1.0,0.00494212962962963,6,4,1,1,19,it,<*sf>/volere<vbmod><pri><*pers><*numb>
1.0,3.3510300925925924,3,3,1,1,12,es,azul/azul<adj><mf><sg>
1.0,0.008877314814814815,2,2,1,1,21,en,coats/coat<n><pl>
1.0,21.864085648148148,3,3,3,3,17,es,blancos/blanco<adj><m><pl>
1.0,1.0683796296296297,25,22,2,2,4,es,azul/azul<adj><mf><sg>
1.0,0.0026041666666666665,30,30,2,2,14,en,girl/girl<n><sg>
1.0,191.45920138888889,20,20,1,1,13,en,elephant/elephant<n><sg>
0.5,3.3140972222222222,7,5,2,1,0,es,bebe/beber<vblex><pri><p3><sg>
1.0,0.005115740740740741,24,9,1,1,18,es,tienen/tener<vblex><pri><p3><pl>
1.0,44.68196759259259,9,8,1,1,18,en,they/prpers<prn><subj><p3><mf><pl>
1.0,0.011805555555555555,2,2,1,1,20,en,established/establish<vblex><pp><@past_perfect>
1.0,1.6984837962962962,1,1,1,1,16,es,coche/coche<n><m><sg>
1.0,0.0020601851851851853,177,86,1,1,14,en,has/have<vbhaver><pri><p3><sg><@present_perfect>
1.0,0.003263888888888889,17,15,1,1,10,en,or/or<cnjcoo>
1.0,2.095173611111111,3,3,2,2,21,en,attorney/attorney<n><sg>
0.5,0.001979166666666667,3,3,2,1,0,en,duck/duck<n><sg>
0.5,0.002002314814814815,8,8,2,1,20,en,skirt/skirt<n><sg>
1.0,0.0025,430,399,1,1,2,fr,la/le<det><def><f><sg>
1.0,0.002488425925925926,9,8,2,2,16,it,zucchero/zucchero<n><m><sg>
1.0,6.112858796296297,19,19,1,1,1,it,olio/olio<n><m><sg>
0.5,2.37625,8,8,2,1,17,es,son/ser<vbser><pri><p3><pl>
1.0,0.010949074074074075,1,1,1,1,6,en,along/along<pr>
0.0,0.039456018518518515,3,3,2,0,9,it,bevo/bere<vblex><pri><p1><sg>
1.0,7.847847222222223,4,4,3,3,3,fr,a/avoir<vblex><pri><p3><sg>
1.0,0.011435185185185185,2,2,1,1,0,es,pronto/pronto<adv>
1.0,0.008854166666666666,28,26,1,1,23,fr,ma/mon<det><pos><f><sg>
1.0,0.0017939814814814815,13,11,2,2,0,es,cuál/cuál<prn><itg><mf><sg>
1.0,0.006342592592592592,6,3,1,1,23,de,entschuldigung/entschuldigung<n><f><sg><nom>
0.0,0.0008449074074074074,43,39,1,0,18,en,a/a<det><ind><sg>
1.0,1.0193981481481482,9,9,1,1,23,en,dog/dog<n><sg>
1.0,0.001712962962962963,14,14,1,1,16,en,question/question<n><sg>
1.0,15.573009259259258,13,11,1,1,18,fr,enfant/enfant<n><mf><sg>
1.0,0.0016782407407407408,27,19,1,1,17,es,no/no<adv>
1.0,15.577638888888888,5,5,1,1,18,it,scrivi/scrivere<vblex><pri><p2><sg>
1.0,30.908171296296295,16,15,1,1,14,de,dem/der<det><def><m><sg><dat>
1.0,11.427916666666667,6,6,1,1,4,es,corro/correr<vblex><pri><p1><sg>
1.0,0.003587962962962963,42,40,2,2,17,en,eats/eat<vblex><pri><p3><sg>
1.0,10.693472222222223,6,6,1,1,19,en,fruit/fruit<n><sg>
1.0,0.0030902777777777777,27,24,3,3,19,en,they/prpers<prn><subj><p3><mf><pl>
1.0,0.005856481481481482,2,2,1,1,20,it,cucino/cucinare<vblex><pri><p1><sg>
1.0,0.006284722222222222,15,15,3,3,0,en,of/of<pr>
1.0,0.7096759259259259,4,4,1,1,8,de,koch/koch<n><m><sg><*case>
1.0,32.12746527777778,3,3,1,1,4,fr,petit/petit<adj><m><sg>
0.75,0.4582175925925926,9,6,4,3,16,de,mädchen/mädchen<n><nt><pl><nom>
1.0,0.0021759259259259258,2,1,1,1,4,de,restaurants/restaurant<n><nt><pl><dat>
1.0,5.282291666666667,63,56,1,1,11,en,girl/girl<n><sg>
1.0,0.0018055555555555555,12,10,1,1,23,es,tienen/tener<vblex><pri><p3><pl>
1.0,0.17074074074074075,51,46,4,4,6,es,un/uno<det><ind><m><sg>
1.0,1.0250462962962963,3,3,1,1,13,es,pescado/pescado<n><m><sg>
1.0,3.4111458333333333,5,5,1,1,3,it,scrivono/scrivere<vblex><pri><p3><pl>
1.0,6.940231481481481,17,17,9,9,23,fr,<*sf>/naturel<adj><*gndr><*numb>
1.0,0.002916666666666667,15,15,1,1,11,en,they/prpers<prn><subj><p3><mf><pl>
0.75,41.45545138888889,4,4,4,3,1,fr,jolie/joli<adj><f><sg>
1.0,59.617222222222225,7,7,2,2,7,es,carta/carta<n><f><sg>
1.0,6.973101851851852,4,4,1,1,9,it,lui/lui<prn><tn><p3><m><sg>
1.0,0.42792824074074076,48,40,3,3,22,en,is/be<vbser><pri><p3><sg>
0.75,1.1444444444444444,5,4,4,3,18,de,spiele/spielen<vblex><pri><p1><sg>
1.0,0.001979166666666667,4,4,1,1,23,es,mayor/mayor<adj><mf><sg>
0.5,14.823726851851852,5,5,2,1,13,fr,le/le<det><def><m><sg>
1.0,47.00931712962963,1,1,1,1,20,en,screen/screen<n><sg>
1.0,0.02922453703703704,1,1,1,1,21,de,sandwiche/sandwich<n><nt><pl><*case>
1.0,0.002673611111111111,58,57,1,1,15,pt,portanto/portanto<cnjadv>
1.0,0.0036342592592592594,3,1,1,1,23,de,getränke/getränk<n><nt><pl><*case>
1.0,0.013275462962962963,30,29,1,1,3,it,ragazza/ragazzo<n><f><sg>
1.0,6.521956018518519,1,1,1,1,1,fr,femmes/femme<n><f><pl>
0.666666666667,6.086168981481482,5,5,3,2,20,en,beef/beef<n><sg>
1.0,0.004537037037037037,6,6,6,6,22,es,soy/ser<vbser><pri><p1><sg>
1.0,18.98880787037037,79,73,1,1,11,en,eat/eat<vblex><pres>
1.0,0.0059722222222222225,3,3,1,1,0,pt,<*sf>/academia<n><f><*numb>
1.0,4.892384259259259,4,4,2,2,4,es,animal/animal<n><m><sg>
1.0,0.7878356481481481,36,32,2,2,17,es,por/por<pr>
0.5,0.006527777777777778,13,13,2,1,18,en,hello/hello<ij>
1.0,1.7789351851851851,2,2,1,1,14,it,<*sf>/verde<adj><*gndr><*numb>
1.0,29.926550925925927,7,6,1,1,22,de,katze/katze<n><f><sg><acc>
1.0,0.03675925925925926,43,38,1,1,13,en,want/want<vblex><inf>
1.0,1.9734953703703704,4,4,3,3,22,fr,bière/bière<n><f><sg>
1.0,41.77559027777778,10,8,1,1,15,es,noche/noche<n><f><sg>
1.0,0.0028819444444444444,6,6,1,1,10,en,<*sf>/bicycle<n><*numb>
1.0,1.9709837962962964,6,5,1,1,0,en,eat/eat<vblex><pres>
1.0,2.7486458333333332,10,5,2,2,17,en,seemed/seem<vblex><past>
0.5,1.108125,79,67,2,1,22,es,son/ser<vbser><pri><p3><pl>
0.0,2.118472222222222,3,2,1,0,2,de,dem/das<det><def><nt><sg><dat>
1.0,0.13458333333333333,34,30,4,4,22,en,is/be<vbser><pri><p3><sg>
0.75,0.809675925925926,2,2,4,3,11,es,los/el<det><def><m><pl>
1.0,2.077071759259259,2,2,2,2,1,en,says/say<vblex><pri><p3><sg>
0.5,0.0021180555555555558,101,99,2,1,20,es,mujer/mujer<n><f><sg>
1.0,3.7785069444444446,5,4,1,1,9,en,of/of<pr>
1.0,18.879988425925927,4,4,2,2,1,en,juice/juice<n><sg>
1.0,0.0024074074074074076,18,17,1,1,22,en,fruit/fruit<n><sg>
0.0,0.0018055555555555555,6,6,1,0,16,pt,lata/lata<n><f><sg>
0.75,0.00988425925925926,9,7,4,3,21,es,una/uno<det><ind><f><sg>
0.666666666667,0.006493055555555556,3,2,3,2,23,fr,nous/nous<prn><pro><p1><mf><pl>
1.0,0.9695023148148149,3,3,1,1,16,en,plate/plate<n><sg>
1.0,0.8581712962962963,5,4,1,1,0,es,negra/negro<adj><f><sg>
0.75,8.982129629629629,3,3,4,3,3,en,bye/bye<ij>
1.0,6.159074074074074,3,2,3,3,0,es,pan/pan<n><m><sg>
1.0,39.4378125,3,2,2,2,17,de,aufgeben/aufgeben<vblex><inf><@cond>
1.0,0.0016550925925925926,20,20,3,3,17,es,disculpe/disculparse<vblex><pron><prs><p3><sg>
1.0,3.1820601851851853,3,2,1,1,14,fr,poulet/poulet<n><m><sg>
1.0,1.2603703703703704,47,45,1,1,3,es,años/año<n><m><pl>
1.0,1.8406018518518519,103,94,3,3,19,en,read/read<vblex><pres>
1.0,0.004618055555555556,32,30,2,2,0,en,are/be<vbser><pres>
1.0,0.17967592592592593,7,6,2,2,20,es,sal/sal<n><f><sg>
1.0,62.973877314814814,3,3,1,1,5,es,pequeños/pequeño<adj><m><pl>
1.0,11.813078703703704,4,4,1,1,18,es,cena/cena<n><f><sg>
1.0,1.457523148148148,2,2,3,3,2,en,breakfast/breakfast<n><sg>
1.0,1.0722453703703703,7,7,1,1,23,es,azúcar/azúcar<n><m><sg>
1.0,0.4954513888888889,7,5,1,1,7,es,niña/niño<n><f><sg>
1.0,2.88494212962963,3,3,1,1,11,es,gracias/gracias<ij>
1.0,16.421886574074072,3,2,1,1,20,de,mädchen/mädchen<n><nt><pl><acc>
1.0,2.7532407407407407,50,44,3,3,15,fr,pain/pain<n><m><sg>
1.0,0.026087962962962962,3,3,2,2,2,en,horses/horse<n><pl>
1.0,4.011215277777778,5,4,1,1,0,es,almuerzo/almuerzo<n><m><sg>
1.0,0.0030324074074074073,52,49,1,1,7,es,vino/vino<n><m><sg>
1.0,0.0739236111111111,41,39,4,4,16,en,man/man<n><sg>
0.8,0.001736111111111111,3,3,5,4,23,es,niño/niño<n><m><sg>
1.0,10.889259259259259,3,3,1,1,13,es,instante/instante<n><m><sg>
1.0,3.085891203703704,52,48,1,1,20,en,cats/cat<n><pl>
1.0,0.0017824074074074075,8,6,1,1,20,en,chicken/chicken<n><sg>
1.0,9.449039351851852,9,9,1,1,6,de,wessen/wer<prn><itg><mf><sg><dat>
1.0,2.9116319444444443,3,3,1,1,13,es,nadan/nadar<vblex><pri><p3><pl>
1.0,1.4906481481481482,50,40,1,1,9,en,are/be<vbser><pres>
1.0,4.020023148148148,9,9,2,2,23,es,colores/color<n><m><pl>
1.0,26.758275462962963,13,11,2,2,20,es,escribe/escribir<vblex><pri><p3><sg>
1.0,11.027141203703703,57,46,2,2,11,en,will/will<vaux><pres><@future_perfect>
1.0,0.805150462962963,4,4,1,1,16,en,chosen/choose<vblex><pp>
1.0,0.009560185185185185,64,53,3,3,18,en,the/the<det><def><sp>
1.0,0.0022916666666666667,17,15,1,1,22,de,<*sf>/schuh<n><m><*numb><*case>
1.0,0.003553240740740741,4,4,1,1,6,fr,livre/livre<n><m><sg>
